Type d'erreur	Erreur observée	Correction proposée	Fréquence dans l'échantillon	Frequence dans TGB	Date corpus	Date océrisation( voir gaël)	Remarque
Remplacement	l'intiniitt'	l’intimité					
Remplacement	L'invalidequi	L'invalide qui					
Remplacement	l'invenlion	l’invention					
Remplacement	l'iuscriplion	l’inscription					
Concatenation	L'lNSTn U T	L’INSTITUT					
Remplacement	l'oirensé	l’offensé					
Remplacement	l'onuo	formes					
Remplacement	l'orl	fort					
Remplacement	l'OTTIlil!	POTTIER					
Remplacement	l'rnicipaux	Principaux					
Remplacement	l'rofinzen	Provinzen					
Concatenation	l’admet- tre.	l’admettre					
Remplacement	l’aftluence	l’affluence					
Concatenation	l’amphithéâ- tre	l’amphithéâtre					
Concatenation	l’an tre	l’antre					
Remplacement	l’arlicle	l’article					
Concatenation	L’au- tre	L’autre					
Concatenation	l’au-tre	l’autre					
Remplacement	l’aulre	l’autre					
Remplacement	l’encon.tre	l’encontre					
Remplacement	l’épo.jue	l’époque					
Remplacement	l’esl	l’est					
Remplacement	l’Euiope	l’Europe					
Remplacement	l’eut-ètre	peut-être					
Remplacement	l’Hécalompûdon	l’Hécatompédon					
Remplacement	l’imaginalion	l’imagination					
Remplacement	l’Ksl	l’Est					
Remplacement	l’nne	l’une					
Remplacement	l’our	pour					
Remplacement	l’ozzo	Pozzo					
Remplacement	l’rag-mcnl	fragment					
Remplacement	l('S	les					
Remplacement	l('s	les					
Remplacement	L(ju\ie	Louvre					
Remplacement	l)clle	belle					
Remplacement	l)i|iy|on	Dipylon					
Remplacement	l*art	l’art					
Remplacement	l<'s	les					
Remplacement	la(|uell('	laquelle					
Remplacement	labyrintlies	labyrinthes					
Remplacement	lace	face					
Remplacement	lacédémonicnne*	lacédémonienne					
Concatenation	Laco• nie.	Laconie.					
Remplacement	Laelilia	Laetitia					
Remplacement	lai|uelle	laquelle					
Remplacement	lail	lait					
Remplacement	lainc!	laine					
Remplacement	lairc	faire					
Remplacement	laisail	faisait					
Remplacement	laissd	laissé					
Remplacement	laisse)'	laisser					
Remplacement	lAIusée	Musée					
Remplacement	lalin	latin					
Remplacement	lalinc	latine					
Remplacement	lamiliers	familiers					
Remplacement	langnissail	languissait					
Remplacement	lantûl	tantôt					
Remplacement	laPhénicie	la Phénicie					
Remplacement	lapjielait	rappelait					
Remplacement	lapolychromie	la polychromie					
Remplacement	lar<^eur	largeur					
Remplacement	larpiltcurs	harpilleurs					
Remplacement	lasculpt	la sculpt					
Remplacement	Latiimi	Latium					
Remplacement	LÂTIUM	LATIUM					
Remplacement	laulôl	tantôt					
Remplacement	lautre	l’autre					
Remplacement	LB8	LES					
Remplacement	LBft	LES					
Remplacement	Lcfuel	Lefuel					
Remplacement	Lcipzifi	Leipzig					
Remplacement	Lclronne	Letronne					
Remplacement	Lcmailrc	Lemaitre					
Remplacement	Lcmaîlrc	Lemaitre					
Remplacement	Lcmallre	Lemaitre					
Remplacement	Lcmatlre	Lemaitre					
Remplacement	lcrminé	terminé					
Remplacement	le»	les					
Remplacement	LE\PLICATI05	L’EXPLICATION					
Remplacement	le$	les					
Remplacement	lectcars	lecteurs					
Remplacement	lécylhes	lécythes					
Remplacement	ledémotiquc)	le démotique)					
Remplacement	ledeurs	lecteurs					
Remplacement	legataire	légataire	4				
Remplacement	lege	loge	61				
Remplacement	Lege	loge	2				
Remplacement	leger	léger	15				
Remplacement	Leger	léger	8				
Remplacement	legères	légères	1				
Remplacement	leges	loges	73				
Remplacement	Leges	Loges	4				
Remplacement	legis	logis	51				
Remplacement	Legis	logis	1				
Remplacement	legislateur	législateur	1				
Remplacement	LEGISLATION	législation	10				
Remplacement	legislation	législation	1				
Remplacement	lei/rs	leurs					
Remplacement	lein	loin	2				
Remplacement	leinle	teinte					
Remplacement	leLatium	le Latium					
Remplacement	lèle	tête					
Remplacement	Lemailre	Lemaitre					
Remplacement	lemple	temple					
Remplacement	leng	long	1				
Remplacement	lengue	longue	1				
Remplacement	lequelseplongeait	lequel se plongeait					
Remplacement	ler	1er	57				
Remplacement	leR	1er	7				
Remplacement	Ler	1er	3				
Remplacement	lEr	1er	2				
Remplacement	lER	1er	1				
Remplacement	Léramique	Céramique					
Remplacement	leRd	lord	1				
Remplacement	lerenconlre	le rencontre					
Remplacement	lerrasse	terrasse					
Remplacement	lerrasse,	terrasse,					
Remplacement	lerrasse.	terrasse.					
Remplacement	lés	les					
Remplacement	les<	les					
Remplacement	Lescoins	Les coins					
Remplacement	lesproDiers	les premiers					
Remplacement	let.tre	lettre					
Remplacement	lets	lots	5				
Remplacement	Lets	lots	1				
Remplacement	letTain	terrain					
Remplacement	leuer	lever	12				
Remplacement	leups	loups	5				
Remplacement	lexle	texte					
Remplacement	LEXPLICATION	L’EXPLICATION					
Remplacement	li'oupeaux	troupeaux					
Remplacement	liàle	hâte					
Remplacement	liàler	hâter					
Remplacement	lialiilant	habitant					
Remplacement	liasardenl	hasardent					
Remplacement	LiBBAimii	Librairie					
Remplacement	Libnlr*	Librairie					
Remplacement	LIBRAIRES-ÉDITEUKS	LIBRAIRES-ÉDITEURS					
Remplacement	libremenl	librement					
Remplacement	licviie	Revue					
Remplacement	lidélilé	fidélité					
Remplacement	lielléni(pie	hellénique					
Remplacement	liellénisti(jue,	hellénistique,					
Remplacement	lienl	tient					
Remplacement	lieuzey	Heuzey					
Remplacement	lig	fig					
Remplacement	liguies	figures					
Remplacement	ligure	figure					
Remplacement	liguré	figuré					
Remplacement	ligures	figures					
Remplacement	ligurés	figurés					
Remplacement	ligures,	figures,					
Remplacement	ligures.	figures.					
Remplacement	lihre	libre					
Remplacement	liie	lire					
Remplacement	liien	bien					
Remplacement	liier	hier					
Remplacement	liiiïre	chiffre					
Remplacement	liiilletin	Bulletin					
Remplacement	liion	Ilion					
Remplacement	liion.	Ilion.					
Remplacement	liisloire	histoire					
Remplacement	liislorique	historique					
Remplacement	liivre	livre					
Remplacement	liles	files					
Remplacement	lilli|tuli(ms	lilliputiens					
Remplacement	lilre	titre					
Remplacement	LilTIUBf	LATIUM					
Remplacement	lïoekli	Böckh					
Remplacement	liommes	hommes					
Remplacement	lionune	homme					
Remplacement	liorizoutalement	horizontalement					
Remplacement	LIOUB	LIGUE					
Remplacement	lirebis-'*	brebis					
Remplacement	liremiers	premiers					
Remplacement	Litcralurzeilwnj	Literaturzeitung					
Remplacement	littéraii'es	littéraires					
Remplacement	liture	figure					
Remplacement	liunniin	humain					
Remplacement	livi('s	livrés					
Remplacement	livranl	livrant					
Remplacement	lixer	fixer					
Remplacement	ljgnl	juge					
Remplacement	llarqoardt	Marquardt					
Remplacement	llcuzcï	Heuzey					
Remplacement	llenaissance	Renaissance					
Remplacement	llérou	Héron					
Remplacement	lleydemann	Heydemann					
Remplacement	lliéromnémon?	Hiéromnémons					
Remplacement	lliisl	Hist					
Remplacement	llirschfchl	Hirschfeld					
Remplacement	lln*anilcs	thranites					
Remplacement	Lnpi	Lupi					
Remplacement	Loi’S(|iic	Lorsque					
Remplacement	loisii'	loisir					
Remplacement	loit	toit					
Remplacement	Lolles-ci	Celles-ci					
Remplacement	lomlies	tombes					
Remplacement	lomps	temps					
Concatenation	longilu-dinal	longitudinal					
Remplacement	longte!.::ps	longtemps					
Remplacement	lonie	Ionie					
Remplacement	lorl	fort					
Remplacement	lors(jue	lorsque					
Remplacement	lorscalculer	lors calculer					
Remplacement	lorsqueMaximus	lorsque Maximus					
Remplacement	Louis-Napoleon	Louis-Napoléon	1				
Remplacement	loul	tout					
Remplacement	loule	toute					
Remplacement	loules	toutes					
Remplacement	lroj?	trop					
Remplacement	ltaoul	Raoul					
Remplacement	LTne	Une					
Remplacement	lui-niénie	Lui-même					
Remplacement	lui-niOiiiu	Lui-même					
Remplacement	luibitanL	habitant					
Remplacement	luirépondis-je	lui répondis-je					
Remplacement	luissunl	laissant					
Concatenation	lumi neu.r	lumineux					
Remplacement	lumi^re	lumière					
Remplacement	lun	l’un					
Remplacement	lunenbild	Innenbild					
Remplacement	lutine	latine					
Remplacement	luul	tout					
Remplacement	Lysicrale	Lysicrate					
Remplacement	lYul-èlre	peut-être					
Remplacement	m-onde	monde					
Remplacement	m'écouteavec	m’écoute avec					
Remplacement	m^m6	même					
Remplacement	m^me	même					
Remplacement	m^mes	mêmes					
Remplacement	m^thode	méthode					
Remplacement	m6me	même					
Remplacement	Ma//asin	Magasin					
Remplacement	magnifiepie	magnifique					
Concatenation	maî- tre	maître					
Concatenation	maî- tre.	maître.					
Concatenation	maî- tres	maîtres					
Remplacement	maî.tre	maître					
Remplacement	maîLi'es	maîtres					
Remplacement	mainlcnanl	maintenant					
Remplacement	mainlenanl	maintenant					
Concatenation	mala- die	maladie					
Concatenation	mala- dies	maladies					
Concatenation	mala- dresse	maladresse					
Concatenation	mala- dresses	maladresses					
Concatenation	mala- droit.	maladroit.					
Concatenation	mala- droite	maladroite					
Concatenation	mala- droite»,	maladroite»,					
Concatenation	mala- droits	maladroits					
Remplacement	malin»	marine					
Remplacement	manids	maniés					
Remplacement	manièire	manière					
Remplacement	maniil'acUirys	manufactures					
Remplacement	manoeuvres	manœuvres	445				
Remplacement	Manoeuvres	manœuvres	17				
Remplacement	mar/istra/s	magistrats					
Remplacement	marchd	marché					
Remplacement	Marjusin	Magasin					
Remplacement	masquos	masques					
Remplacement	matdriaux	matériaux					
Remplacement	mati^re	matière					
Remplacement	matit^res	matières					
Remplacement	mdtallique	métallique					
Remplacement	mdthodique	méthodique					
Concatenation	méconnaî- tre	méconnaître					
Remplacement	Meiek	Meier					
Remplacement	melanges	mélanges					
Remplacement	mêléde	mêlé de					
Remplacement	melfaif	mettait					
Remplacement	mélhode	méthode					
Remplacement	mélliode	méthode					
Remplacement	mellre	mettre					
Remplacement	mème	même					
Remplacement	menlalemenl	mentalement					
Remplacement	menlionnée	mentionnée					
Remplacement	mentioimés	mentionnés					
Concatenation	met- tre	mettre					
Remplacement	méthodiquemjent	méthodiquement					
Remplacement	Méthodiquemjent;,.	Méthodiquement;,.					
Remplacement	métiei'	métier					
Remplacement	métiiodes	méthodes					
Remplacement	métliodiquc	méthodique					
Remplacement	mêtre	mètre	1				
Remplacement	mêtres	mètres	1				
Concatenation	meur- tre”?	meurtre”?					
Remplacement	MfEUns	MOEURS					
Remplacement	MIle	Mlle					
Remplacement	MIle 	Mlle					
Concatenation	MILE T	MILET					
Remplacement	MILE’T	MILET					
Remplacement	milien	milieu					
Remplacement	Minolaure	Minotaure					
Remplacement	Minolaure''	Minotaure					
Remplacement	Minotaurequi	Minotaure qui					
Remplacement	Mist	Hist					
Remplacement	Mittheilungeriy	Mittheilungen					
Remplacement	mklanges	mélanges					
Remplacement	Mn'ja^iit	Magasin					
Remplacement	mnis	mais					
Remplacement	mnnière	manière					
Remplacement	mnrche	marche					
Remplacement	mo-dilicaLions	modifications					
Remplacement	MO.N.NAIES	MONNAIES					
Remplacement	moded'exis-	mode d'exis-					
Remplacement	modei*ne	moderne					
Remplacement	modem	modern					
Remplacement	Modem	Modern					
Remplacement	modem,	modern,					
Remplacement	modifi^	modifié					
Remplacement	modilicalions	modifications					
Remplacement	moditications	modifications					
Remplacement	Moffasin	Magasin					
Remplacement	moilié	moitié					
Remplacement	Môme	Même					
Concatenation	mon tre	montre					
Concatenation	mon- tre	montre					
Remplacement	monn'ul	moment					
Remplacement	mont^	monté					
Remplacement	Mot/en	Moyen					
Concatenation	mou- rir	mourir					
Remplacement	moulons	moutons					
Remplacement	mSCUTËES	DISCUTÉES					
Remplacement	mslrimienl	instrument					
Remplacement	MTGËNES	MYCÈNES					
Remplacement	muiiicipé	municipe					
Remplacement	Mûller	Müller					
Remplacement	MUSEE	MUSÉE					
Remplacement	Musi'c	Musée					
Remplacement	mutlmiaasslich	muthmaasslich					
Remplacement	MùUer	Müller					
Remplacement	Mycèwes	Mycènes					
Remplacement	mytholo(jue	mythologique					
Concatenation	N illofossc	Villefosse					
Remplacement	n':»lisant	réalisant					
Remplacement	n'aimail	n’aimait					
Remplacement	n'écbapjie	n’échappe					
Remplacement	n'es!	n’est					
Remplacement	n'nblienl	n’obtient					
Remplacement	n'opt	n’ont					
Remplacement	n’avaient	n’avaient					
Remplacement	n’avail	n’avait					
Remplacement	n’esl	n’est					
Remplacement	n*a-t-elle	n’a-t-elle					
Remplacement	n*est	n’est					
Remplacement	n0tre	notre					
Remplacement	nailre	naitre					
Remplacement	nArrORTK.NT	RAPPORTENT					
Remplacement	navetie	navette					
Remplacement	navigalion	navigation					
Remplacement	navigalions	navigations					
Remplacement	nécessairemon!	nécessairement					
Remplacement	nécetsile	nécessite					
Remplacement	néecssaircnuml	nécessairement					
Remplacement	néeessilé	nécessité					
Remplacement	nellcmcul	nettement					
Remplacement	nementionne	ne mentionne					
Remplacement	NEUVltME	NEUVIÈME					
Remplacement	niailu'iireiiseinenl	malheureusement					
Remplacement	nialhémaliquemenl	mathématiquement					
Remplacement	niameuvres	maneuvres					
Remplacement	niatiôres	matières					
Remplacement	niélliode	méthode					
Remplacement	nietf/e	mettre					
Remplacement	niilieu	milieu					
Remplacement	Nikostheues	Nikosthenes					
Remplacement	nionunirnl	monument					
Remplacement	nipporl	rapport					
Remplacement	niythologiiiuci	mythologiques					
Remplacement	nlains	mains					
Remplacement	nne	une					
Remplacement	nnvires	navires					
Concatenation	no- tre	notre					
Concatenation	nô- tre	nôtre					
Remplacement	noihades	nomades					
Remplacement	noir<itre	noirâtre					
Remplacement	noiresindiquent	noires indiquent					
Remplacement	nolalde	notable					
Remplacement	nom.méedans	nommée dans					
Remplacement	nombreu.i	nombreux					
Remplacement	nonssavons	nous savons					
Remplacement	noo	non					
Remplacement	nord-esl	Nord-est					
Remplacement	nosjours	nos jours					
Concatenation	nour- rir	nourrir					
Remplacement	nourriluru	nourriture					
Remplacement	nourrissaitde	nourrissait de					
Remplacement	nricnlnle	orientale					
Remplacement	nrlail	n’était					
Remplacement	nu'-lhodd	méthode					
Remplacement	nu'il	qu’il					
Remplacement	nu)indre	moindre					
Remplacement	nulres	autres					
Remplacement	nvnil	avait					
Remplacement	nVs(	n’est					
Remplacement	O'esl	C’est					
Remplacement	o[)j)osition	opposition					
Remplacement	oà	où	18				
Remplacement	Oà	Où	3				
Remplacement	OB	DE					
Remplacement	ocru|>rr	occuper					
Remplacement	œiivre	œuvre					
Remplacement	œjgypte	égypte					
Remplacement	œjpigrammes	épigrammes					
Remplacement	œmischen	rœmischen					
Remplacement	œnoché	œnochoé					
Remplacement	œnochés	œnochoés					
Remplacement	œnochoée	œnochoés					
Remplacement	œnochoès	œnochoés					
Remplacement	œnochoës	œnochoés					
Remplacement	œnochré	œnochoé					
Remplacement	œoochoé	œnochoé					
Remplacement	œovres	œuvres					
Remplacement	œsierreichen	œsterreichen					
Remplacement	œslerreich	œsterreich					
Remplacement	œstehreichischen	œsterreichischen					
Remplacement	œsteireich	œsterreich					
Remplacement	œstereichischen	œsterreichischen					
Remplacement	œsterreichischunjarischen	œsterreichischungarischen					
Remplacement	œsterreicli	œsterreich					
Remplacement	œsterreidi	œsterreich					
Remplacement	œuochoé	œnochoé					
Remplacement	œuphronios	euphronios					
Remplacement	œuvrc	œuvre					
Remplacement	œuvrcs	œuvres					
Remplacement	œuvrè	œuvre					
Remplacement	œuvrea	œuvres					
Remplacement	œuvri	œuvre					
Remplacement	œuvro	œuvre					
Remplacement	œuvte	œuvre					
Remplacement	œuyre	œuvre					
Remplacement	ofancient	of ancient					
Remplacement	offensd	offensé					
Remplacement	ofi'ensiî	offense					
Remplacement	ofi”rir	offrir					
Remplacement	ofl’rir	offrir					
Remplacement	ofl*rir	offrir					
Remplacement	oflcrte	offerte					
Remplacement	ofpé	olpé					
Remplacement	oh	où					
Remplacement	ohscrvé	observé					
Remplacement	oht	ont					
Remplacement	ohtenu	obtenu					
Remplacement	oi'dre	ordre					
Remplacement	oii	où					
Remplacement	oiî	où					
Remplacement	oîi	où					
Remplacement	oil	où					
Remplacement	oirse	on se					
Remplacement	oITerts	offerts					
Remplacement	ôlé	été					
Remplacement	oll'raiides	offrandes					
Remplacement	oll'randes	offrandes					
Remplacement	oll’rir	offrir					
Remplacement	ollre	offre					
Remplacement	OLTMPIB	OLYMPIE					
Remplacement	Oniont	Omont					
Remplacement	OR^CB	GRÈCE					
Remplacement	ORàCB	GRÈCE					
Remplacement	ORfcCB	GRÈCE					
Remplacement	ori^nes	origines					
Concatenation	oriental ion	orientation					
Remplacement	orientalisclien	orientalischen					
Remplacement	origioes	origines					
Remplacement	orionlée	orientée					
Remplacement	Orleans	Orléans	1				
Remplacement	oti	où					
Concatenation	ou- tre	outre					
Remplacement	OUI	QUI					
Remplacement	oùl'on	où l'on					
Remplacement	Ouoi	Quoi					
Remplacement	ouvertun^	ouverture					
Remplacement	ouvi-iers	ouvriers					
Remplacement	ouvraf>e	ouvrage					
Remplacement	p/i/s	plus					
Remplacement	p^riode	période					
Remplacement	p<*ut-^tre	peut-être					
Concatenation	Pa rmi	Parmi					
Remplacement	PAÉNBSTB	PRÉNESTE					
Remplacement	pai'liculier	particulier					
Remplacement	pai*ticulier	particulier					
Remplacement	paijs	pays					
Remplacement	Palal	Palat					
Remplacement	Paleslrina	Palestrina					
Remplacement	palmettc	palmette					
Remplacement	Paplios	Paphos					
Concatenation	paraî- tre	paraître					
Concatenation	paraî- tre,	paraître,					
Remplacement	paraisscnl	paraissent					
Remplacement	Parchitecture;	l’architecture;					
Concatenation	parcou- rir	parcourir					
Remplacement	parlailemenl	parfaitement					
Remplacement	parlailemenl,	parfaitement,					
Remplacement	parlailemenl.	parfaitement.					
Remplacement	parles	par les					
Remplacement	parlesmots	par les mots					
Remplacement	parlic	partie					
Remplacement	parliciilièrcs	particulières					
Remplacement	parlie	partie					
Remplacement	parta»	parta-					
Remplacement	parvinl	parvint					
Remplacement	pass<ftnt	passant					
Remplacement	PBfËFA€E	PRÉFACE					
Remplacement	pcnl	peut					
Remplacement	pdriodes	périodes					
Remplacement	pefit	petit					
Concatenation	pein- tre	peintre					
Remplacement	pelile	petite					
Remplacement	peliles	petites					
Remplacement	Pentéliqueéblouissants	Pentélique éblouissants					
Remplacement	perfeclionnenl	perfectionnent					
Remplacement	perfedioimemcnls	perfectionnements					
Remplacement	Pergfamon	Pergamon					
Remplacement	Pergume	Pergame					
Remplacement	perinellaionl	permettaient					
Remplacement	permel	permet					
Remplacement	permellenl	permettent					
Remplacement	permelli'a	permettra					
Concatenation	permet- tre	permettre					
Remplacement	perspeelivc	perspective					
Remplacement	petite-fiUe	petite-fille					
Remplacement	peu!	Peut-être					
Remplacement	peul	peut-être					
Remplacement	peut-('tre	peut-être					
Remplacement	peut-^tre	peut-être					
Remplacement	Peut-^tre	Peut-être					
Remplacement	Peut-ètre	Peut-être					
Remplacement	peut-ètre	peut-être					
Remplacement	peut-ètre,	peut-être,					
Remplacement	peut-iilre	Peut-être					
Remplacement	peut-ôtre	peut-être					
Remplacement	peut-t^tre	peut-être					
Concaténation	peutêtre	peut-être	341				
Remplacement	Peutêtre	peut-être	30				
Remplacement	peuvonl	peuvent					
Remplacement	PHÉNBSTE	PRÉNESTE					
Remplacement	Philoloijtis	Philologus					
Remplacement	Phimation	l’himation					
Concatenation	photot ijpiques	phototypiques					
Remplacement	physi(jue	physique					
Remplacement	piemlro	prendre					
Remplacement	pifloî-esr/ue	pittoresque					
Remplacement	PIGURES	FIGURES					
Remplacement	piltoresque	pittoresque					
Remplacement	Pima-	l’ima-					
Remplacement	piralcrie	piraterie					
Remplacement	pitfurcsfjiir	pittoresque					
Remplacement	pl&lre	plâtre					
Remplacement	pl&tre	plâtre					
Concatenation	plà. tre	plâtre					
Concatenation	plâ. tre	plâtre					
Remplacement	pla”tre	plâtre					
Remplacement	plal-bord	plat-bord					
Remplacement	pmir	pour					
Remplacement	pmsseiit	puissent					
Remplacement	pn-voyait	prévoyait					
Remplacement	pninl	point					
Remplacement	pnr	par					
Remplacement	pnrailrc	paraitre					
Remplacement	pnrl	part					
Remplacement	pnrlout	partout					
Remplacement	po^te	poète					
Remplacement	poëte	poète	382				
Remplacement	Poëte	poète	165				
Remplacement	poiiik	point					
Remplacement	poinl	point					
Remplacement	poinles	pointes					
Remplacement	poinls	points					
Remplacement	poirine	poitrine					
Remplacement	POL^CH?,Q-«lt	POLYCHROME					
Remplacement	polenfiique	polémique					
Remplacement	polerie	poterie					
Remplacement	polycléte	polyclète					
Remplacement	Pont-Audemerl	Pont-Audemer					
Remplacement	porliipie	portique					
Remplacement	PORMES	FORMES					
Remplacement	portiqu(;	portique;					
Remplacement	posle	poste					
Remplacement	posséde	possédé	2				
Remplacement	pOt	pût					
Remplacement	Potlicr	Pottier					
Remplacement	pou	pour					
Remplacement	PoUI	Polit					
Remplacement	pourofl’rir	pour offrir					
Remplacement	pouvonsnous	pouvons nous					
Remplacement	pr^-	pré-					
Remplacement	pr^s	près					
Remplacement	pr^sente	présente					
Remplacement	prAte	prète					
Remplacement	prdjugd	préjugé					
Remplacement	prdoccupe	préoccupe					
Remplacement	prdsidaient	présidaient					
Remplacement	prdvaloir	prévaloir					
Concatenation	prê- tre	prêtre					
Remplacement	pre/niè/e	première					
Remplacement	précéde	précède	1				
Remplacement	prédecesseurs	prédécesseur	1				
Remplacement	préhelléniqucs	préhelléniques					
Remplacement	prélace	préface					
Remplacement	prémalurées	prématurées					
Remplacement	PRÉNE8TE	PRÉNESTE					
Remplacement	PRÉNESTB	PRÉNESTE					
Remplacement	PRÉNESTË	PRÉNESTE					
Remplacement	préseixter	présenter					
Remplacement	présenle	présente					
Remplacement	présenleiil	présentent					
Remplacement	présenlnicnl	présentaient					
Remplacement	presgue	presque					
Remplacement	PRfNESTE	PRÉNESTE					
Remplacement	pril	prit					
Remplacement	primilivc	primitive					
Remplacement	primitifsoudontle	primitifs ou dont le					
Concatenation	princU «pale,	principale,					
Remplacement	PRINTS	PEINTS					
Remplacement	priricipe	principe					
Remplacement	PRitlFAGB	PRÉFACE					
Remplacement	privil^gides	privilégiées					
Remplacement	privildgi^	privilégié					
Remplacement	prn-porlions	proportions					
Remplacement	pro<^rès	progrès					
Remplacement	probl^me	problème					
Remplacement	proceRsut	processus					
Remplacement	procèsverbal	procès-verbal	225				
Remplacement	Procèsverbal	Procès-verbal	4				
Remplacement	PROCÈSVERBAL	procès-verbal	1				
Remplacement	proci'dé	procédé					
Remplacement	profon(leur-	profondeur-					
Remplacement	profoode	profonde					
Remplacement	progr^s	progrès					
Remplacement	proljable	probable					
Remplacement	proposions	proportions					
Remplacement	prosession	profession	1				
Remplacement	prosit	profit	3				
Remplacement	prosonde	profonde	2				
Remplacement	PROVEiNAiNT	PROVENANT					
Remplacement	publi(jue	publique					
Remplacement	publicalion	publication					
Remplacement	publides	publiées					
Remplacement	puis({ue	puisque					
Remplacement	puisgue	puisque					
Remplacement	PVéSACR	PRÉFACE					
Remplacement	qiie	que					
Remplacement	qiielijiics-iins	quelques-uns					
Remplacement	qiwlques	quelques					
Remplacement	qlre	que					
Remplacement	qneslion	question					
Remplacement	qneslions	questions					
Remplacement	qu''l	qu’il					
Remplacement	qu’i'lle	qu’elle					
Concatenation	qua- tre	quatre					
Remplacement	qualitd	qualité					
Remplacement	quality	qualité					
Remplacement	Qualremcre	Quatremère					
Remplacement	quarantedeux	quarante deux					
Remplacement	quc	que					
Remplacement	quel(|ue	quelque					
Remplacement	quel(|ues	quelques					
Remplacement	queles	que les	223				
Remplacement	Queles	Que les	4				
Remplacement	queli|ue	quelque					
Remplacement	queljue	quelque					
Remplacement	quelq|D6s	quelques					
Remplacement	queslion	question					
Remplacement	Quicheral	Quicherat					
Remplacement	Quïdc	Quincy					
Remplacement	QUINZltME	QUINZIÈME					
Remplacement	qula	quia	1				
Remplacement	r(!production	reproduction					
Remplacement	r/iisfoire	l’histoire					
Remplacement	r^ponse	réponse					
Remplacement	raflinemenls	raffinements					
Remplacement	rafTmerie	raffinerie					
Remplacement	raitétéd'undixième	rait été d'un dixième					
Remplacement	rale/itie	ralentie					
Remplacement	rallaehenl	rattachent					
Remplacement	rang]'	range					
Remplacement	rantiquité	l’antiquité					
Remplacement	rapidilé	rapidité					
Remplacement	Rappoit	Rapport					
Remplacement	rapprociie	rapproche					
Remplacement	rar	par					
Remplacement	rarchitecture	l’architecture					
Remplacement	rarmée	l’armée					
Remplacement	rattachenl	rattachent					
Remplacement	Rauteur	Hauteur					
Remplacement	rcmarqué	remarqué					
Remplacement	rcnsemble	ensemble					
Remplacement	rcntreprise	l’entreprise					
Remplacement	rcnvXiyer	renvoyer					
Remplacement	rcproduilcs	reproduites					
Remplacement	rcslilulion	restitution					
Remplacement	rdalitd	réalité					
Remplacement	rdcemment	récemment					
Remplacement	rdpartie	répartie					
Remplacement	rdsolu	résolu					
Remplacement	rdvolte	révolte					
Concatenation	ré« pondre	répondre					
Remplacement	re\cnn	revenu					
Remplacement	reclier-	recher-					
Remplacement	recomiail	reconnait					
Remplacement	réconlortanl	réconfortant					
Concatenation	reconnaî- tre	reconnaître					
Remplacement	reconsliluer	reconstituer					
Concatenation	recou- rir	recourir					
Remplacement	recrutaientprincipalement	recrutaient principalement					
Remplacement	rédilice	l’édifice					
Remplacement	réflechir	réfléchir	1				
Remplacement	réfugiaiI	réfugiait					
Remplacement	régalité	l’égalité					
Remplacement	regies	règles					
Remplacement	régle	réglé	1				
Remplacement	Régles	Règles	2				
Remplacement	regne	règne					
Remplacement	regreltable	regrettable					
Remplacement	régulièrt!	régulière					
Remplacement	rehaussdes	rehaussées					
Remplacement	reijretté	regretté					
Remplacement	réintégrande	réintégrante	335				
Remplacement	Réintégrande	réintégrante	1				
Remplacement	rélablir	rétablir					
Remplacement	relatirs	relatifs					
Remplacement	rélhblir	rétablir					
Remplacement	reli'ou\er	retrouver					
Remplacement	Relieffragmeut	Relieffragment					
Remplacement	reliet	relief					
Remplacement	relournai	retournai					
Remplacement	rem|)laçait	remplaçait					
Concatenation	remerci ments	remerciements					
Remplacement	rempliraienlpas	rempliraient pas					
Remplacement	remporlée	remportée					
Remplacement	Renais'sance	Renaissance					
Concatenation	rencon- tre	rencontre					
Remplacement	rénmnération	rémunération					
Remplacement	renseignemcnls	renseignements					
Remplacement	renthousiasnie	l’enthousiasme					
Remplacement	répli(jue	réplique					
Remplacement	representee	représentée					
Remplacement	reproduclion	reproduction					
Remplacement	reproduils	reproduits					
Remplacement	res[)éiance	espérance					
Remplacement	resfc	reste					
Remplacement	resj)rit	l’esprit					
Remplacement	reslc	reste					
Remplacement	resle	reste					
Remplacement	reslilnlinn	restitution					
Remplacement	reslilnlion	restitution					
Remplacement	ressortdu	ressort du					
Remplacement	restd	resté					
Remplacement	resuit	result					
Remplacement	reté	roté	2				
Remplacement	retpivent	reçoivent					
Remplacement	rEtriirie	l’Étrurie					
Remplacement	reu$ement	reusement					
Remplacement	rev^tu	revêtu					
Remplacement	reveskus	revenus					
Remplacement	revôtue	revêtue					
Remplacement	rhaf/rin	chagrin					
Remplacement	rhistoire	l”histoire					
Remplacement	rhumanité	l’humanité					
Remplacement	ri'est	n’est					
Remplacement	ri'llrurie	l’Étrurie					
Remplacement	rijivirc	navire					
Remplacement	rimjiorlance	l’importance					
Remplacement	rimpression	l’impression					
Remplacement	rinjprinieui'	l’imprimerie					
Remplacement	rinlluence	l’influence					
Remplacement	rinsuffisance	l’insuffisance					
Remplacement	rir.cendic	l’incendie					
Remplacement	rjui	qui					
Remplacement	rlans	dans					
Remplacement	rllr	elle					
Remplacement	rmllenient	nullement					
Remplacement	rn	en					
Remplacement	RN	EN					
Remplacement	rnisonncinenl	raisonnement					
Remplacement	rnlrainer	entrainer					
Remplacement	rnpproclier	rapprocher					
Concatenation	ro chers	rochers					
